                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.872,                 2.3959,                 1.4004,                0.96723,                0.23003,                0.76546,                0.41382,                 1.4765,                 2.5293,                 1.1321,             0.00054685,             0.00054685,             0.00054685
